index,answer
index_160,15.894026826732
index_161,3.998577785929217
index_162,11.606311366838284
index_163,23.54843228794791
index_164,8.951896660952322
index_165,9.294874720647224
index_166,13.98796961292452
index_167,9.198269117880802
index_168,9.258104520683572
index_169,8.576354340635064
index_170,5.171865717396491
index_171,6.747273443859023
index_172,2.6557399796762398
index_173,3.059395378195615
index_174,6.476675145087616
index_175,3.839353767110334
index_176,11.75344875476856
index_177,8.843657946985603
index_178,9.0663487081664
index_179,3.3491065821483805
index_180,8.07898901654285
index_181,6.5200975319287435
index_182,5.97446257433126
index_183,2.744162247967279
index_184,5.503069548163522
index_185,6.517331849963108
index_186,9.06786983750721
index_187,14.057470547236866
index_188,10.5544308039752
index_189,13.148599406043028
index_190,17.526265310117918
index_191,11.26787808201012
index_192,8.582858879397218
index_193,7.526038487089743
index_194,11.569503657194439
index_195,10.592431390607791
index_196,10.03150046690247
index_197,8.806718731556717
index_198,11.480822851575514
index_199,19.36096109732683
index_200,13.031727481442552
index_201,18.197670093222616
index_202,13.916475106340528
index_203,20.89355253713021
index_204,35.115105415538935
index_205,7.239536304891985
index_206,22.49343829205506
index_207,8.843765603139886
index_208,14.114492498427888
index_209,9.24070527296533
index_210,6.836177469949288
index_211,17.253202991750886
index_212,22.234595038587916
index_213,25.792554349713722
index_214,1.1870900868857457
index_215,8.77593375494446
index_216,7.1427343708753455
index_217,8.474547980574597
index_218,8.615720025427917
index_219,11.826493924857195
index_220,14.667170814251564
index_221,12.87092694631951
index_222,13.282771321655062
index_223,8.802221714947043
index_224,17.03203466707029
index_225,20.15935323611176
index_226,15.19559283522517
index_227,10.92121852207411
index_228,4.520720126465621
index_229,6.223101269005495
index_230,2.2688270288535053
index_231,8.527180101603815
index_232,29.738484798872488
index_233,2.8930815746823724
index_234,18.583466531710446
index_235,18.64529094957119
index_236,14.730529813859288
index_237,9.310678439241755
index_238,10.81344378972385
index_239,10.764076319670112
index_240,12.157556560710036
index_241,12.209705292254474
index_242,29.98190958219395
index_243,8.886563519014707
