index,answer
index_232,29.821620831790085
index_233,3.0031725452317435
index_234,18.70543585722506
index_235,20.09921491920214
index_236,14.390794134321071
index_237,9.220898424066714
index_238,10.85842806818644
index_239,11.062242752125037
index_240,12.078153024114588
index_241,12.17828859455632
index_242,30.46942371395573
index_243,8.92310375545684
