index,answer
index_191,11.655964947812969
index_192,9.828195494541797
index_193,8.017094099758145
index_194,11.42971669809648
index_195,10.056149532823277
index_196,10.416286414284745
index_197,7.510296323515013
index_198,12.280051224572075
index_199,18.07784421156903
index_200,11.475374834972211
index_201,15.966831748124603
index_202,11.120016287159578
index_203,20.553757546945086
index_204,31.35592940323875
index_205,7.831247805420705
index_206,18.628601879709706
index_207,10.248360460696514
index_208,14.976495535397772
index_209,11.84247276535821
index_210,10.1602090725506
index_211,18.58957702746285
index_212,21.337159029236908
index_213,19.645894117260116
index_214,4.11258183604475
index_215,8.314544478671777
index_216,7.93797115511996
index_217,7.165303754275005
index_218,11.09780443865278
index_219,12.220392927730037
index_220,16.704604687293166
index_221,14.7396164761209
index_222,14.42003485558747
index_223,10.639933229026829
index_224,18.31089036155212
index_225,14.198206191780875
index_226,16.74152288138578
index_227,12.903368246290402
index_228,7.652845754234586
index_229,9.329941630009763
index_230,5.2091805892494225
index_231,9.946562356076601
index_232,25.94403864768068
index_233,5.850068642624307
index_234,16.75469587782599
index_235,17.266991841836926
index_236,16.240651885816543
index_237,9.939274137988935
index_238,10.041493926838154
index_239,11.738648923442652
index_240,11.772281769919147
index_241,13.492952970219807
index_242,30.89408191321548
index_243,10.636843927286275
